ubigeo,department,province,district,idh,monetary_poverty,life_expectancy,complete_secondary_education,years_education,family_income,number_hh,hh_1_nib_or_more,hh_inadequate_characteristics,overcrowded_housing,hh_wo_bathrooms,hh_children_not_attending_school,hh_high_economic_dependence
040512,AREQUIPA,CAYLLOMA,MACA,0.421829288,0.2956721,84.93190574,0.585365854,6.1473,472.56336,303,124,95,13,50,0,2
040513,AREQUIPA,CAYLLOMA,MADRIGAL,0.443601894,0.2956721,83.60628778,0.53125,5.3004,643.7514359,277,123,96,14,29,1,0
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,0.48295789,0.2886934,87.08677849,0.594202899,4.8617,784.7082965,345,211,117,32,130,9,4
040515,AREQUIPA,CAYLLOMA,SIBAYO,0.487022654,0.3387431,85.93323585,0.490909091,6.0774,764.1470486,257,140,102,14,76,1,3
040516,AREQUIPA,CAYLLOMA,TAPAY,0.617236456,0.43075724,82.07723574,0.5,7.6519,1377.365157,202,134,87,14,95,1,4
040517,AREQUIPA,CAYLLOMA,TISCO,0.535359828,0.47846854,94.44344451,0.516853933,5.4788,928.0616283,620,480,420,41,216,4,9
040518,AREQUIPA,CAYLLOMA,TUTI,0.529028233,0.2956721,88.13846492,0.613636364,5.3911,915.411249,262,128,104,20,62,2,4
040519,AREQUIPA,CAYLLOMA,YANQUE,0.556516901,0.24803464,85.90773696,0.514705882,6.1776,1085.696662,732,376,319,72,77,1,10
040520,AREQUIPA,CAYLLOMA,MAJES,0.596311211,0.12596769,76.7019217,0.704911815,8.1756,1113.193372,20089,6550,4717,1947,513,226,212
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,0.57517908,0.14327612,76.2271956,0.612440191,8.5051,1056.613299,1068,252,106,92,96,4,25
040602,AREQUIPA,CONDESUYOS,ANDARAY,0.665199692,0.2337544,75.56870167,0.611111111,8.0761,1691.462631,167,83,46,11,62,0,0
040603,AREQUIPA,CONDESUYOS,CAYARANI,0.625506516,0.42889416,93.38973811,0.395604396,7.1918,1400.58733,745,339,166,58,230,14,35
040604,AREQUIPA,CONDESUYOS,CHICHAS,0.595435714,0.38946115,86.68021728,0.53125,6.9025,1193.590898,234,131,66,22,70,0,1
040605,AREQUIPA,CONDESUYOS,IRAY,0.455278803,0.2337544,74.86543476,0.485714286,7.1821,687.3470596,216,53,33,22,7,2,7
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,0.637327528,0.1461039,74.71260203,0.689873418,8.4502,1389.97669,1072,644,403,132,431,12,1
040607,AREQUIPA,CONDESUYOS,SALAMANCA,0.34478033,0.27146444,85.01634593,0.65,4.611,316.5678978,212,126,72,12,79,2,2
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,0.598666635,0.1461039,84.00935622,0.572815534,7.1065,1197.345279,1335,692,516,121,151,22,17
040701,AREQUIPA,ISLAY,MOLLENDO,0.617213857,0.06391753,74.15548543,0.779394645,10.0538,1086.094297,7386,1314,976,338,85,48,41
040702,AREQUIPA,ISLAY,COCACHACRA,0.626306633,0.1238612,79.79339617,0.801011804,8.2341,1135.732524,2859,763,575,156,80,26,33
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,0.610636184,0.17831239,78.34704501,0.718631179,7.8284,1177.866562,2218,750,600,192,30,18,20
040704,AREQUIPA,ISLAY,ISLAY,0.574391159,0.1238612,72.5589994,0.723529412,9.3658,984.1773247,1624,697,629,80,128,9,14
040705,AREQUIPA,ISLAY,MEJIA,0.675012277,0.04033851,78.767602,0.792682927,9.4929,1326.01681,304,54,27,21,6,5,1
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,0.602354678,0.1238612,78.57173353,0.763157895,7.8402,1094.011433,2376,971,859,151,39,23,19
040801,AREQUIPA,LA UNION,COTAHUASI,0.52643398,0.18665816,81.21767695,0.470930233,8.4403,852.89783,1004,198,65,93,37,10,18
040802,AREQUIPA,LA UNION,ALCA,0.326687052,0.46382311,95.74098269,0.225352113,4.5703,382.6504574,590,208,28,82,135,3,25
040803,AREQUIPA,LA UNION,CHARCANA,0.414009875,0.39303624,81.25941856,0.413793103,6.0193,567.0315431,192,67,33,15,34,1,7
040804,AREQUIPA,LA UNION,HUAYNACOTAS,0.390579316,0.42179079,92.63579712,0.366412214,4.6528,515.2228521,618,276,126,117,157,12,22
040805,AREQUIPA,LA UNION,PAMPAMARCA,0.271927691,0.39978632,96.17934757,0.379310345,3.8157,215.0563148,406,138,50,23,99,6,16
040806,AREQUIPA,LA UNION,PUYCA,0.17823565,0.52170944,94.53837869,0.289473684,2.7734,120.4911765,775,400,226,94,211,14,32
040807,AREQUIPA,LA UNION,QUECHUALLA,0.364302885,0.2888604,78.21581886,0.2,7.1456,524.7181515,117,74,44,7,61,0,0
040808,AREQUIPA,LA UNION,SAYLA,0.462934654,0.3314391,84.53449679,0.222222222,7.0188,897.4296248,117,61,26,8,36,0,2
040809,AREQUIPA,LA UNION,TAURIA,0.362418017,0.2888604,88.94678706,0.52173913,7.6863,271.7418608,106,57,24,7,45,1,0
040810,AREQUIPA,LA UNION,TOMEPAMPA,0.393721498,0.26542994,87.66952663,0.382352941,6.6139,435.0760643,227,86,2,39,57,1,3
040811,AREQUIPA,LA UNION,TORO,0.3380516,0.3314391,86.07803865,0.538461538,6.1701,264.8016909,241,134,88,15,91,1,1
050101,AYACUCHO,HUAMANGA,AYACUCHO,0.488946628,0.15054646,65.80814417,0.72135202,9.885,696.0529207,27052,3639,282,2333,573,319,490
050102,AYACUCHO,HUAMANGA,ACOCRO,0.218740277,0.51536513,65.1566943,0.397631134,3.5319,210.0407109,2238,719,35,189,479,39,88
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,0.254778042,0.45268869,68.86278312,0.400966184,3.1574,319.8356567,1328,411,4,177,190,27,88
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,0.473229216,0.26660474,73.62093688,0.657660521,8.3242,621.4610193,7674,1383,204,790,210,93,239
050105,AYACUCHO,HUAMANGA,CHIARA,0.308641454,0.51697462,65.21013482,0.448275862,4.6819,393.5316135,1912,693,152,235,383,52,49
050106,AYACUCHO,HUAMANGA,OCROS,0.221022627,0.52501663,66.70299473,0.458612975,4.1774,173.1913999,1764,555,151,192,222,35,95
050107,AYACUCHO,HUAMANGA,PACAYCASA,0.330715552,0.31561665,58.80685373,0.540983607,5.759,442.4615604,913,294,25,127,141,14,33
050108,AYACUCHO,HUAMANGA,QUINUA,0.29349756,0.37988189,56.57766001,0.570093458,4.6123,387.4049798,1531,308,51,87,133,13,72
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,0.278460309,0.53852984,65.47544288,0.566666667,3.5475,333.7708437,541,199,12,32,153,4,28
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,0.512953167,0.18759879,74.79605789,0.741457003,9.7879,655.7135615,13240,1986,290,1348,121,131,264
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,0.327054245,0.46909459,65.08330509,0.656565657,5.3081,355.5037619,681,229,14,22,201,3,11
050112,AYACUCHO,HUAMANGA,SOCOS,0.237597654,0.6055301,71.5228754,0.435661765,2.8432,273.3492164,1816,390,33,141,105,77,109
050113,AYACUCHO,HUAMANGA,TAMBILLO,0.236400694,0.37996694,67.4380086,0.453125,4.2273,200.4370791,1383,287,12,118,100,24,71
050114,AYACUCHO,HUAMANGA,VINCHOS,0.178074213,0.58013396,67.87977222,0.382072006,2.711,159.4030936,4155,2069,722,454,1161,113,397
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,0.51201737,0.16283852,74.10786208,0.76281407,9.8277,650.616836,4954,728,98,441,127,50,108
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,0.462020453,0.13243211,67.26703253,0.683810839,8.9152,624.5662957,7084,1051,97,654,155,89,169
050201,AYACUCHO,CANGALLO,CANGALLO,0.389557473,0.3500305,76.70421668,0.509302326,5.7589,483.7721604,1880,407,19,132,169,56,90
050202,AYACUCHO,CANGALLO,CHUSCHI,0.340246554,0.49686077,86.26027707,0.441260745,4.9846,337.3009451,2794,930,134,206,675,23,69
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,0.338905575,0.45977186,89.64405883,0.607321131,4.7159,287.1879671,2520,573,206,257,64,39,76
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,0.254247442,0.58648859,87.3226014,0.458333333,3.6502,194.6013241,718,125,10,42,12,21,58
050205,AYACUCHO,CANGALLO,PARAS,0.257412118,0.63946171,82.54737999,0.372031662,3.7354,229.6697328,1297,421,158,79,225,26,51
050206,AYACUCHO,CANGALLO,TOTOS,0.290876598,0.49872178,79.48504939,0.524904215,4.1561,261.3729098,1210,211,64,28,114,9,29
050301,AYACUCHO,HUANCA SANCOS,SANCOS,0.420274806,0.34644506,71.08716578,0.357142857,7.4406,667.4828864,1173,285,182,64,132,4,23
050302,AYACUCHO,HUANCA SANCOS,CARAPO,0.353692805,0.51580689,67.0944056,0.628318584,5.3174,429.0631367,688,139,68,34,63,9,22
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,0.368015833,0.45793638,76.00447313,0.475609756,5.2981,457.242656,512,144,60,29,88,1,16
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,0.319957925,0.43949016,82.17498186,0.370860927,4.2903,367.2412492,720,230,125,28,96,16,34
050401,AYACUCHO,HUANTA,HUANTA,0.45497216,0.36194279,74.23681792,0.639368525,7.6536,586.04833,10834,1924,113,1075,289,174,536
050402,AYACUCHO,HUANTA,AYAHUANCO,0.242842085,0.53055271,64.69337279,0.568807339,3.023,276.0851037,422,188,45,34,119,7,45
050403,AYACUCHO,HUANTA,HUAMANGUILLA,0.297630425,0.49542142,81.21515308,0.48456057,4.3277,271.1859832,1308,203,16,72,46,20,77
050404,AYACUCHO,HUANTA,IGUAIN,0.36988785,0.52217517,80.58045239,0.540441176,4.2997,471.5985667,893,204,22,59,109,10,52
050405,AYACUCHO,HUANTA,LURICOCHA,0.3642272,0.43564533,76.85421118,0.619047619,5.1355,396.4123091,1812,312,23,121,85,46,88
050406,AYACUCHO,HUANTA,SANTILLANA,0.268865081,0.59937555,81.26490022,0.401041667,3.6465,258.7219492,1124,261,32,120,66,8,86
050407,AYACUCHO,HUANTA,SIVIA,0.367077951,0.45787749,80.24966279,0.485397784,4.9209,440.3860415,3272,2376,2046,642,266,55,118
050408,AYACUCHO,HUANTA,LLOCHEGUA,0.354394983,0.32096351,73.50932919,0.475687104,5.7646,407.3826129,2962,2013,1762,467,472,59,43
050409,AYACUCHO,HUANTA,CANAYRE,0.348069214,0.43483245,73.24102337,0.486842105,5.7694,385.458157,1058,799,752,124,114,21,23
050410,AYACUCHO,HUANTA,UCHURACCAY,0.121663676,0.81261671,77.05205271,0.335294118,1.8978,141.4816792,1053,604,245,238,230,21,151
050411,AYACUCHO,HUANTA,PUCACOLPA,0.186746975,0.78161251,80.25672028,0.402298851,2.467,161.8091689,711,378,156,98,137,20,111
050412,AYACUCHO,HUANTA,CHACA,0.109378863,0.72722171,81.51711844,0.301886792,2.0831,79.14083631,635,208,30,85,33,17,114
050501,AYACUCHO,LA MAR,SAN MIGUEL,0.33434555,0.48595298,78.2706756,0.571952337,4.7554,335.7618374,3052,723,58,268,211,61,274
050502,AYACUCHO,LA MAR,ANCO,0.342094183,0.45927716,86.65021073,0.491413474,4.8247,331.8589623,2300,970,570,350,101,64,113
050503,AYACUCHO,LA MAR,AYNA,0.393199032,0.38938658,73.55303766,0.508896797,6.2982,496.2103229,2648,1250,892,344,293,34,51
050504,AYACUCHO,LA MAR,CHILCAS,0.256899442,0.44042213,83.20977252,0.467532468,3.5283,215.58866,620,156,0,5,108,7,41
050505,AYACUCHO,LA MAR,CHUNGUI,0.225546495,0.62395542,83.71981758,0.384180791,4.5155,141.6211023,1167,463,161,197,116,15,90
050506,AYACUCHO,LA MAR,LUIS CARRANZA,0.179017764,0.6362024,85.76148233,0.406779661,4.1126,89.25534069,457,123,6,38,65,2,23
050507,AYACUCHO,LA MAR,SANTA ROSA,0.389218059,0.31925593,78.46008354,0.423269809,5.4061,532.547023,3470,1635,1100,578,233,101,89
050508,AYACUCHO,LA MAR,TAMBO,0.260448221,0.54039499,82.70813046,0.451844262,3.283,243.43688,3116,904,134,414,225,67,343
050509,AYACUCHO,LA MAR,SAMUGARI,0.346307212,0.42323311,81.81099647,0.381898455,4.973,405.1310847,2794,1491,1003,542,389,53,94
050510,AYACUCHO,LA MAR,ANCHIHUAY,0.22747298,0.64817398,82.11250682,0.214814815,4.1203,197.6920718,1137,853,742,320,39,13,54
050511,AYACUCHO,LA MAR,ORONCCOY,0.281399223,0.70349495,81.50737843,0.615384615,3.8737,229.5492616,353,117,26,39,60,6,16
050601,AYACUCHO,LUCANAS,PUQUIO,0.467652127,0.34786636,65.48451515,0.689725331,8.5769,686.2361774,4319,708,41,277,311,59,109
050602,AYACUCHO,LUCANAS,AUCARA,0.348085369,0.49507817,57.24749893,0.605442177,5.9418,495.3018463,1614,671,110,24,601,7,16
050603,AYACUCHO,LUCANAS,CABANA,0.44608479,0.42702162,69.65444924,0.729508197,8.1804,548.5240817,745,110,30,36,64,5,11
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,0.44204789,0.350453,73.660403,0.647058824,6.4792,603.5739063,613,80,12,25,52,3,2
050605,AYACUCHO,LUCANAS,CHAVINA,0.446498587,0.32446012,70.15192792,0.533333333,6.9271,699.4480863,650,216,26,76,117,18,41
050606,AYACUCHO,LUCANAS,CHIPAO,0.311878606,0.39271149,56.61449223,0.547619048,5.3094,420.7688713,1025,335,179,56,199,5,17
050607,AYACUCHO,LUCANAS,HUAC HUAS,0.339159975,0.48577225,61.62965628,0.487179487,7.1093,404.0881973,605,327,114,48,247,12,9
050608,AYACUCHO,LUCANAS,LARAMATE,0.334633149,0.46321004,66.13591589,0.419753086,6.6148,392.1181963,582,276,85,88,218,1,14
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,0.306225204,0.389161,55.90660268,0.603174603,6.4043,345.7281103,473,303,50,27,276,4,7
050610,AYACUCHO,LUCANAS,LLAUTA,0.437486364,0.27398913,61.22395592,0.645833333,7.2335,722.7173325,342,120,23,30,83,8,3
050611,AYACUCHO,LUCANAS,LUCANAS,0.358441154,0.41481291,63.73866397,0.5,5.4364,526.360771,921,367,84,72,277,16,37
050612,AYACUCHO,LUCANAS,OCANA,0.380418546,0.50275966,61.71485881,0.544303797,6.1337,579.1334493,855,542,80,81,461,14,22
050613,AYACUCHO,LUCANAS,OTOCA,0.37783621,0.43895774,64.56782148,0.495652174,5.8525,571.0816201,646,439,161,82,312,8,15
050614,AYACUCHO,LUCANAS,SAISA,0.469977625,0.50023129,55.17269622,0.717391304,8.5169,908.5087864,197,101,48,22,61,4,1
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,0.25077501,0.54556409,62.79121797,0.669014085,4.3472,213.1661004,498,128,15,31,68,2,37
050616,AYACUCHO,LUCANAS,SAN JUAN,0.463218425,0.40744316,58.84933078,0.777777778,8.5125,751.2255687,455,259,31,24,240,2,7
050617,AYACUCHO,LUCANAS,SAN PEDRO,0.279085214,0.4901561,71.11817598,0.565217391,4.1127,264.7646968,829,305,81,58,202,10,52
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,0.270543696,0.350453,61.00478162,0.355932203,4.2585,362.6767855,363,189,48,21,162,17,16
050619,AYACUCHO,LUCANAS,SANCOS,0.460789676,0.42278768,65.08938876,0.574468085,6.9288,827.4106351,1608,951,579,164,577,20,45
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,0.370259365,0.29714467,66.06339585,0.464285714,7.1681,471.3878827,391,119,6,8,111,3,3
050621,AYACUCHO,LUCANAS,SANTA LUCIA,0.390754665,0.39630727,56.61326033,0.571428571,7.2288,632.2039547,439,289,130,61,209,2,5
050701,AYACUCHO,PARINACOCHAS,CORACORA,0.376537364,0.37181469,49.37289968,0.686988171,8.2221,616.1874361,3746,1070,234,371,631,30,128
050702,AYACUCHO,PARINACOCHAS,CHUMPI,0.30875397,0.37010343,58.71991063,0.376923077,5.4146,451.7802169,761,236,6,85,154,7,28
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTANEDA,0.475450428,0.55840313,56.54356806,0.483146067,8.8102,1066.841114,248,157,106,27,58,1,20
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,0.305127594,0.29416076,55.64009162,0.731707317,5.4179,352.5921504,255,120,22,32,84,9,2
050705,AYACUCHO,PARINACOCHAS,PULLO,0.398867108,0.37805466,53.50284467,0.632054176,6.9348,723.763137,1852,703,175,185,473,16,32
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,0.290798546,0.32122544,54.4471887,0.591240876,5.5414,347.9290644,742,301,29,74,229,5,19
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,0.336722433,0.39325269,51.94774532,0.588235294,6.0361,535.2043012,197,106,35,11,96,1,4
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,0.263138482,0.58999703,55.19426858,0.538461538,4.5028,313.7767983,446,198,36,22,151,9,28
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,0.493326278,0.23525361,74.92854364,0.586419753,8.6009,706.0868177,1139,165,14,79,62,6,19
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,0.316259964,0.39918399,59.27300996,0.5,5.8233,397.6740989,171,67,22,12,46,1,7
050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,0.289843933,0.3740018,57.22159875,0.260869565,6.9606,397.9912004,171,83,3,17,72,1,2
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,0.368456121,0.3214853,73.64915945,0.609022556,7.4366,344.292248,697,207,91,35,107,5,8
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,0.434586401,0.19857407,70.8016066,0.59375,7.1112,597.421469,237,51,7,15,28,2,1
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,0.421969704,0.39685743,57.73810905,0.438202247,8.4366,785.0538569,328,192,123,70,79,5,29
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,0.368826883,0.3214853,64.70787586,0.526315789,5.8756,515.822097,167,44,2,10,33,3,4
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,0.333382439,0.3740018,69.90194758,0.5,5.3467,380.3648197,127,49,3,4,46,0,2
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,0.355986142,0.3029507,61.08503808,0.4,7.6889,488.9806757,88,43,5,16,30,0,2
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,0.357277996,0.3029507,63.79955389,0.653846154,6.2169,420.4853281,208,39,3,13,20,0,8
050901,AYACUCHO,SUCRE,QUEROBAMBA,0.462373557,0.32838765,72.84060054,0.537383178,7.8008,676.2805694,822,170,28,50,91,3,17
050902,AYACUCHO,SUCRE,BELEN,0.41245957,0.53497967,62.09384787,0.684210526,7.5682,565.6883839,136,41,0,2,39,0,0
050903,AYACUCHO,SUCRE,CHALCOS,0.369842505,0.58364017,78.87960834,0.266666667,6.6294,496.1130647,176,18,2,3,12,0,3
050904,AYACUCHO,SUCRE,CHILCAYOC,0.316125801,0.50765457,63.71041101,0.37037037,5.8696,405.4848155,197,25,0,6,17,0,6
050905,AYACUCHO,SUCRE,HUACANA,0.423242624,0.43526738,74.99967703,0.65,5.6409,569.8600551,157,47,25,2,22,1,3
050906,AYACUCHO,SUCRE,MORCOLLA,0.32617949,0.64442539,67.51292205,0.629032258,5.0449,353.4375108,417,154,119,15,59,4,9
050907,AYACUCHO,SUCRE,PAICO,0.3264916,0.46972272,55.57384906,0.428571429,6.3008,491.7954831,242,62,6,8,50,0,5
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,0.315093151,0.47117162,76.77309163,0.288888889,5.971,341.7888854,281,109,54,14,65,5,9
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,0.315469009,0.45354617,60.46736877,0.444444444,4.8262,460.3984719,380,120,17,5,97,6,9
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,0.340897201,0.54993232,64.62558251,0.447368421,5.3841,475.0320126,245,54,6,9,41,1,4
050911,AYACUCHO,SUCRE,SORAS,0.370444612,0.42283405,65.17059639,0.5,7.0924,468.5733521,359,104,51,18,66,2,14
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,0.502499281,0.32611348,81.74286676,0.591194969,7.5748,709.4869764,660,140,27,65,68,5,7
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,0.280684795,0.52052896,82.62909912,0.53271028,4.3,220.3154523,613,188,109,16,68,3,25
051003,AYACUCHO,VICTOR FAJARDO,APONGO,0.385873578,0.53484127,80.02896119,0.607142857,5.3959,428.828291,321,39,4,20,14,3,3
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,0.41973907,0.449478,76.32583476,0.722222222,4.4094,619.9365511,234,36,2,8,25,4,0
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,0.490939926,0.5085634,73.46383426,0.63559322,7.2955,763.0922342,1332,237,12,54,162,22,18
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,0.329292941,0.59034564,79.27598183,0.593023256,5.0756,298.0695766,523,79,5,9,57,3,10
051007,AYACUCHO,VICTOR FAJARDO,COLCA,0.340157891,0.42320098,85.17300042,0.333333333,5.2669,374.111328,383,60,3,12,39,5,11
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,0.261773777,0.63468119,80.2320731,0.246376812,3.8543,289.4295628,365,64,13,12,25,4,30
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,0.383499769,0.36235036,89.13928493,0.487804878,4.0668,501.0729335,486,82,14,9,56,4,18
051010,AYACUCHO,VICTOR FAJARDO,HUALLA,0.335415751,0.55917583,81.11164316,0.4,5.2115,355.853687,828,204,78,28,144,7,20
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,0.23453214,0.70736082,87.38263299,0.278225806,3.2996,213.4305944,777,138,28,42,53,10,42
051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,0.264440892,0.58111649,74.62452859,0.356756757,4.3251,253.8146519,851,322,100,57,231,19,35
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,0.319392646,0.46946494,64.43955556,0.439189189,4.5706,452.390285,2186,597,26,112,361,53,115
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,0.214189673,0.41373965,73.95888373,0.25,5.0427,159.2375934,398,59,5,15,27,7,9
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,0.324700448,0.47288156,71.32710261,0.307692308,4.7746,465.4802817,348,83,1,24,55,9,9
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,0.192295583,0.55226955,67.81341705,0.4,3.9357,135.1475337,573,179,13,21,133,26,29
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,0.326992139,0.27591488,72.47192947,0.38028169,3.9346,490.5923657,604,83,10,19,43,8,12
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,0.212682962,0.40654191,61.76417226,0.364864865,4.2215,190.1591517,424,92,1,3,70,5,16
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,0.211871243,0.57615286,70.83603316,0.466666667,4.1859,144.5952812,392,84,1,14,55,5,19
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,0.345431035,0.39958274,72.21376538,0.505300353,4.58,445.5164558,1245,276,9,78,113,48,62
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,0.5458991,0.1974874,72.1489651,0.704330176,9.0793,884.2672169,58611,7766,1087,4737,600,722,1639
060102,CAJAMARCA,CAJAMARCA,ASUNCION,0.222370416,0.5825357,79.6577248,0.383104126,3.094,194.2451694,2410,443,29,120,34,40,290
060103,CAJAMARCA,CAJAMARCA,CHETILLA,0.109320609,0.74378962,79.8240928,0.321192053,1.9253,101.2047407,1025,383,16,199,73,26,215
060104,CAJAMARCA,CAJAMARCA,COSPAN,0.191696578,0.73630185,72.09163696,0.238188976,3.2652,176.1244801,1884,388,22,68,77,51,237
060105,CAJAMARCA,CAJAMARCA,ENCANADA,0.26601191,0.74909599,80.25057397,0.424964937,3.0448,296.0672885,6026,1474,72,777,307,184,507
060106,CAJAMARCA,CAJAMARCA,JESUS,0.318213143,0.70501191,79.36591372,0.412881916,4.0467,377.9687255,4160,968,52,540,140,104,369
060107,CAJAMARCA,CAJAMARCA,LLACANORA,0.373296476,0.63634096,81.94150987,0.537735849,4.5401,454.4472351,1664,392,73,200,22,65,116
060108,CAJAMARCA,CAJAMARCA,LOS BANOS DEL INCA,0.459525285,0.36669142,74.71921203,0.613249542,6.2876,690.678078,12604,2238,439,1235,145,243,534
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,0.317938415,0.54524421,75.60974446,0.536842105,4.144,350.5041863,2504,551,40,233,187,35,174
060110,CAJAMARCA,CAJAMARCA,MATARA,0.326331692,0.50188485,77.62794806,0.3375,4.0239,459.7947598,1226,275,9,126,123,14,51
060111,CAJAMARCA,CAJAMARCA,NAMORA,0.275038051,0.6778289,75.33901737,0.33933518,3.2978,358.1056879,2772,952,47,433,421,69,266
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,0.276641902,0.5457969,71.28511373,0.36461126,4.0448,316.7870506,1291,257,49,122,27,18,92
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,0.414470992,0.28787015,77.41714327,0.455993294,5.8497,592.0969305,9119,1499,54,735,205,182,576
060202,CAJAMARCA,CAJABAMBA,CACHACHI,0.310674377,0.76856871,79.5118139,0.324093817,3.5355,443.780658,5807,1701,75,527,471,305,839
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,0.249449623,0.55504548,83.00761437,0.319648094,2.9129,285.041311,3943,898,58,456,76,100,416
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,0.243203353,0.72224726,83.29474211,0.288167939,2.802,290.9381032,2163,498,18,220,57,75,225
060301,CAJAMARCA,CELENDIN,CELENDIN,0.428611653,0.35147289,65.76668187,0.598076119,6.9001,651.3555753,7906,1356,96,795,217,97,383
060302,CAJAMARCA,CELENDIN,CHUMUCH,0.161870353,0.65131207,77.99499618,0.204678363,3.1709,119.2055211,763,214,12,163,27,12,66
060303,CAJAMARCA,CELENDIN,CORTEGANA,0.203193586,0.72264025,71.7929246,0.329545455,3.1586,184.3339915,1928,790,47,614,104,31,275
060304,CAJAMARCA,CELENDIN,HUASMIN,0.198166553,0.76131443,74.59422804,0.31013431,2.6714,203.2242467,3286,924,21,550,210,88,305
060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,0.379012702,0.48892668,72.11104551,0.428571429,5.8679,522.8138834,161,31,1,17,8,0,6
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,0.405211723,0.47788223,72.55611325,0.522012579,5.6693,583.6499084,811,153,2,53,55,13,50
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,0.16746653,0.75803568,74.42170174,0.271468144,2.8379,134.7795455,1106,293,11,208,18,23,83
060308,CAJAMARCA,CELENDIN,OXAMARCA,0.196210096,0.80998207,77.53100058,0.171021378,2.8566,223.5298914,1615,583,11,293,209,75,176
060309,CAJAMARCA,CELENDIN,SOROCHUCO,0.241500969,0.66234164,77.17350789,0.470842333,2.7888,255.5093261,2532,558,35,189,275,60,87
060310,CAJAMARCA,CELENDIN,SUCRE,0.353528586,0.53907275,77.31249266,0.421446384,4.623,466.5726701,1523,276,21,125,71,44,73
