ubigeo,department,province,district,nib_hogar,idh,monetary_poverty
060602,CAJAMARCA,CUTERVO,CALLAYUC,0.475806452,0.34777877,0.75643123
060603,CAJAMARCA,CUTERVO,CHOROS,0.415453527,0.392080917,0.59848048
060604,CAJAMARCA,CUTERVO,CUJILLO,0.276410999,0.322101257,0.7662892
060605,CAJAMARCA,CUTERVO,LA RAMADA,0.411449016,0.25036216,0.73322219
060606,CAJAMARCA,CUTERVO,PIMPINGOS,0.518470512,0.271138847,0.6036662
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,0.442683571,0.284895152,0.69150117
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,0.41117598,0.330976423,0.56361401
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,0.353932584,0.386992376,0.64692878
060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,0.440239044,0.268868814,0.55112222
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,0.571801567,0.335113349,0.68561045
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,0.412917271,0.256712081,0.6684112
060613,CAJAMARCA,CUTERVO,SANTO TOMAS,0.422981674,0.367976863,0.70070425
060614,CAJAMARCA,CUTERVO,SOCOTA,0.389673105,0.329409539,0.5488722
060615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,0.297222222,0.320455339,0.38007366
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,0.210865607,0.336081641,0.51920921
060702,CAJAMARCA,HUALGAYOC,CHUGUR,0.615654206,0.371339276,0.60037625
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,0.281205841,0.47229394,0.50226876
060801,CAJAMARCA,JAEN,JAEN,0.191072526,0.521795748,0.21682199
060802,CAJAMARCA,JAEN,BELLAVISTA,0.27031651,0.447165216,0.53206402
060803,CAJAMARCA,JAEN,CHONTALI,0.429880197,0.329377375,0.60476934
060804,CAJAMARCA,JAEN,COLASAY,0.319453274,0.318069014,0.54653779
060805,CAJAMARCA,JAEN,HUABAL,0.45254161,0.367181697,0.6872443
060806,CAJAMARCA,JAEN,LAS PIRIAS,0.31834404,0.315462639,0.42393313
060807,CAJAMARCA,JAEN,POMAHUACA,0.342158859,0.31066482,0.54820963
060808,CAJAMARCA,JAEN,PUCARA,0.26011846,0.472759101,0.43505236
060809,CAJAMARCA,JAEN,SALLIQUE,0.412526998,0.232727937,0.76842495
060810,CAJAMARCA,JAEN,SAN FELIPE,0.261019284,0.279258129,0.67282958
060811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,0.346441015,0.317597126,0.4861103
060812,CAJAMARCA,JAEN,SANTA ROSA,0.554924875,0.404548225,0.57406823
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,0.270110851,0.415471421,0.42295658
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,0.317851959,0.385835585,0.37292403
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,0.447271386,0.314733605,0.57175184
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,0.253899946,0.307407495,0.57233712
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,0.323046092,0.296461739,0.68827543
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,0.396925669,0.310820654,0.48337739
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,0.343016315,0.314370162,0.66409842
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,0.155363953,0.382830034,0.42119928
061002,CAJAMARCA,SAN MARCOS,CHANCAY,0.143298969,0.210303763,0.64269365
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,0.19030303,0.310015093,0.52284391
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,0.222669735,0.230745857,0.60854865
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,0.166149068,0.329471406,0.4922889
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,0.280068729,0.221840691,0.68553706
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,0.240614334,0.242794396,0.77012854
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,0.179120641,0.388412194,0.44088526
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,0.195698925,0.393936627,0.39510324
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,0.264525994,0.330442616,0.66217462
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,0.354913295,0.239351659,0.60111856
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,0.395264117,0.320271067,0.65660317
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,0.178481013,0.433204898,0.47899904
061107,CAJAMARCA,SAN MIGUEL,LLAPA,0.178812416,0.387358587,0.4502843
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,0.295744681,0.463141735,0.44737705
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,0.234501348,0.341422903,0.5593133
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,0.415789474,0.436833297,0.59474771
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,0.269521411,0.287941541,0.70109398
061112,CAJAMARCA,SAN MIGUEL,TONGOD,0.27662037,0.338280869,0.52260988
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,0.374348279,0.377780007,0.59348225
061201,CAJAMARCA,SAN PABLO,SAN PABLO,0.15605336,0.299139611,0.65448793
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,0.2,0.255301456,0.72013642
061203,CAJAMARCA,SAN PABLO,SAN LUIS,0.174311927,0.280565134,0.64587335
061204,CAJAMARCA,SAN PABLO,TUMBADEN,0.31197479,0.281753719,0.68919693
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,0.216136438,0.441289752,0.35080272
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,0.302428256,0.327839317,0.61171385
061303,CAJAMARCA,SANTA CRUZ,CATACHE,0.418436874,0.416279524,0.59404102
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBANOS,0.352999017,0.284312581,0.64317897
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,0.315659679,0.234825267,0.54658908
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,0.382397572,0.319472897,0.56222331
061307,CAJAMARCA,SANTA CRUZ,PULAN,0.25154321,0.336805342,0.57064055
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,0.242971888,0.256551153,0.54713495
061309,CAJAMARCA,SANTA CRUZ,SEXI,0.295652174,0.537756402,0.48725971
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,0.76344086,0.194120201,0.70027283
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,0.231126597,0.371157566,0.62478178
070101,CALLAO,CALLAO,CALLAO,0.090533427,0.684511716,0.14174308
070102,CALLAO,CALLAO,BELLAVISTA,0.049651697,0.724004576,0.04514266
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,0.095961789,0.686947586,0.11838163
070104,CALLAO,CALLAO,LA PERLA,0.044650952,0.731344712,0.03118283
070105,CALLAO,CALLAO,LA PUNTA,0.013776337,0.712618898,0.01942411
070106,CALLAO,CALLAO,VENTANILLA,0.192324918,0.612243476,0.26066656
070107,CALLAO,CALLAO,MI PERU,0.15472028,0.624804834,0.23941494
080101,CUSCO,CUSCO,CUSCO,0.090198241,0.609631582,0.08214426
080102,CUSCO,CUSCO,CCORCA,0.258457375,0.234440583,0.39390077
080103,CUSCO,CUSCO,POROY,0.236686391,0.508364537,0.21672473
080104,CUSCO,CUSCO,SAN JERONIMO,0.109063284,0.602977457,0.11983353
080105,CUSCO,CUSCO,SAN SEBASTIAN,0.096408318,0.625434269,0.07710494
080106,CUSCO,CUSCO,SANTIAGO,0.110247297,0.590596272,0.08301604
080107,CUSCO,CUSCO,SAYLLA,0.24408384,0.505697152,0.25397937
080108,CUSCO,CUSCO,WANCHAQ,0.035762712,0.684429758,0.01376287
080201,CUSCO,ACOMAYO,ACOMAYO,0.243996902,0.311823512,0.42064069
080202,CUSCO,ACOMAYO,ACOPIA,0.25092707,0.303491263,0.3542542
080203,CUSCO,ACOMAYO,ACOS,0.213389121,0.255524058,0.3610735
080204,CUSCO,ACOMAYO,MOSOC LLACTA,0.653932584,0.19434078,0.3542542
080205,CUSCO,ACOMAYO,POMACANCHI,0.259520451,0.278382276,0.45198174
080206,CUSCO,ACOMAYO,RONDOCAN,0.209424084,0.237809276,0.27856699
080207,CUSCO,ACOMAYO,SANGARARA,0.391217565,0.248917905,0.40846186
080301,CUSCO,ANTA,ANTA,0.220512821,0.429721772,0.25636171
080302,CUSCO,ANTA,ANCAHUASI,0.296951819,0.310331511,0.36079741
080303,CUSCO,ANTA,CACHIMAYO,0.155824508,0.531158741,0.10934872
080304,CUSCO,ANTA,CHINCHAYPUJIO,0.496879875,0.243088985,0.47088974
080305,CUSCO,ANTA,HUAROCONDO,0.33029453,0.337367712,0.29627914
080306,CUSCO,ANTA,LIMATAMBO,0.249008374,0.319398503,0.36174095
080307,CUSCO,ANTA,MOLLEPATA,0.218574109,0.386857716,0.28091778
080308,CUSCO,ANTA,PUCYURA,0.301813472,0.441451652,0.2426189
080309,CUSCO,ANTA,ZURITE,0.257,0.426788879,0.2426189
080401,CUSCO,CALCA,CALCA,0.211046025,0.433683204,0.2415572
080402,CUSCO,CALCA,COYA,0.297247706,0.369863447,0.29860187
080403,CUSCO,CALCA,LAMAY,0.236682401,0.343975988,0.39946301
080404,CUSCO,CALCA,LARES,0.671528903,0.234969334,0.50998653
080405,CUSCO,CALCA,PISAC,0.245192308,0.408309892,0.36319639
080406,CUSCO,CALCA,SAN SALVADOR,0.273328921,0.317894316,0.39915003
080407,CUSCO,CALCA,TARAY,0.242647059,0.367318749,0.41532127
080408,CUSCO,CALCA,YANATILE,0.324593428,0.306776183,0.34576892
080501,CUSCO,CANAS,YANAOCA,0.26759023,0.261691672,0.50118466
080502,CUSCO,CANAS,CHECCA,0.443293034,0.172384348,0.55855767
080503,CUSCO,CANAS,KUNTURKANKI,0.337252475,0.258518196,0.45783716
080504,CUSCO,CANAS,LANGUI,0.31305638,0.321227567,0.40854791
080505,CUSCO,CANAS,LAYO,0.352420307,0.203348642,0.53118603
080506,CUSCO,CANAS,PAMPAMARCA,0.219378428,0.275852115,0.36375307
080507,CUSCO,CANAS,QUEHUE,0.450056117,0.193586665,0.55119197
080508,CUSCO,CANAS,TUPAC AMARU,0.180225282,0.226481996,0.45967309
080601,CUSCO,CANCHIS,SICUANI,0.161897677,0.509231685,0.23505524
080602,CUSCO,CANCHIS,CHECACUPE,0.32253886,0.344323501,0.40281875
080603,CUSCO,CANCHIS,COMBAPATA,0.230929265,0.389227477,0.33396703
080604,CUSCO,CANCHIS,MARANGANI,0.180419122,0.378140141,0.39282183
080605,CUSCO,CANCHIS,PITUMARCA,0.376751855,0.352159744,0.45515751
080606,CUSCO,CANCHIS,SAN PABLO,0.26061008,0.34346835,0.34451396
080607,CUSCO,CANCHIS,SAN PEDRO,0.170378619,0.432982826,0.17962187
080608,CUSCO,CANCHIS,TINTA,0.240282686,0.417801869,0.31785968
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,0.328234808,0.330413044,0.44452513
080702,CUSCO,CHUMBIVILCAS,CAPACMARCA,0.288994458,0.242231129,0.45157507
080703,CUSCO,CHUMBIVILCAS,CHAMACA,0.279274865,0.302790635,0.48960748
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,0.312846778,0.380543629,0.49167442
080705,CUSCO,CHUMBIVILCAS,LIVITACA,0.653822441,0.312434223,0.57047768
080706,CUSCO,CHUMBIVILCAS,LLUSCO,0.427621861,0.272682822,0.50032727
080707,CUSCO,CHUMBIVILCAS,QUINOTA,0.424545455,0.258564972,0.54520153
080708,CUSCO,CHUMBIVILCAS,VELILLE,0.291822956,0.477844722,0.38744463
080801,CUSCO,ESPINAR,ESPINAR,0.157466149,0.515373242,0.25869896
080802,CUSCO,ESPINAR,CONDOROMA,0.52,0.403611848,0.23973386
080803,CUSCO,ESPINAR,COPORAQUE,0.206849315,0.284289255,0.41621305
080804,CUSCO,ESPINAR,OCORURO,0.669456067,0.319419747,0.3429943
080805,CUSCO,ESPINAR,PALLPATA,0.406651109,0.397429547,0.29903014
080806,CUSCO,ESPINAR,PICHIGUA,0.305825243,0.295242864,0.44958713
080807,CUSCO,ESPINAR,SUYCKUTAMBO,0.428134557,0.298425753,0.42367723
080808,CUSCO,ESPINAR,ALTO PICHIGUA,0.227830832,0.302063334,0.3429943
080901,CUSCO,LA CONVENCION,SANTA ANA,0.107359449,0.536143628,0.08292162
080902,CUSCO,LA CONVENCION,ECHARATE,0.479857982,0.40522698,0.23265437
080903,CUSCO,LA CONVENCION,HUAYOPATA,0.223005969,0.420458177,0.23866263
080904,CUSCO,LA CONVENCION,MARANURA,0.153005464,0.38414184,0.14833678
080905,CUSCO,LA CONVENCION,OCOBAMBA,0.242481203,0.295007678,0.36066762
080906,CUSCO,LA CONVENCION,QUELLOUNO,0.417546038,0.285675816,0.2180408
080907,CUSCO,LA CONVENCION,KIMBIRI,0.575790385,0.383424134,0.2502031
080908,CUSCO,LA CONVENCION,SANTA TERESA,0.273906776,0.403777104,0.2180408
080909,CUSCO,LA CONVENCION,VILCABAMBA,0.404931862,0.337743331,0.38185101
080910,CUSCO,LA CONVENCION,PICHARI,0.494515975,0.476588221,0.30628854
080911,CUSCO,LA CONVENCION,INKAWASI,0.211567732,0.287944975,0.45476716
080912,CUSCO,LA CONVENCION,VILLA VIRGEN,0.55489022,0.403016273,0.42797205
080913,CUSCO,LA CONVENCION,VILLA KINTIARINA,0.723364486,0.296372757,0.41338265
080914,CUSCO,LA CONVENCION,MEGANTONI,0.412969283,0.541100045,0.33569166
081001,CUSCO,PARURO,PARURO,0.229208925,0.359280725,0.303188
081002,CUSCO,PARURO,ACCHA,0.21743487,0.26308869,0.45511449
081003,CUSCO,PARURO,CCAPI,0.317953862,0.227739155,0.3917017
081004,CUSCO,PARURO,COLCHA,0.120603015,0.226950191,0.303188
081005,CUSCO,PARURO,HUANOQUITE,0.41025641,0.154525301,0.40246822
081006,CUSCO,PARURO,OMACHA,0.426966292,0.177216493,0.61454993
081007,CUSCO,PARURO,PACCARITAMBO,0.305007587,0.29540437,0.3917017
081008,CUSCO,PARURO,PILLPINTO,0.156950673,0.309750941,0.21347982
081009,CUSCO,PARURO,YAURISQUE,0.223101266,0.243728304,0.303188
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,0.411423601,0.224568735,0.46231595
081102,CUSCO,PAUCARTAMBO,CAICAY,0.389344262,0.228083828,0.49619293
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,0.518459706,0.168860934,0.51647583
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,0.375483871,0.17704918,0.51250954
081105,CUSCO,PAUCARTAMBO,HUANCARANI,0.354223433,0.264587709,0.45705457
081106,CUSCO,PAUCARTAMBO,KOSNIPATA,0.947885196,0.339614509,0.30984116
081201,CUSCO,QUISPICANCHI,URCOS,0.214862682,0.414427924,0.27845377
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,0.287859825,0.399253134,0.29921494
081203,CUSCO,QUISPICANCHI,CAMANTI,0.422818792,0.366054829,0.1506989
081204,CUSCO,QUISPICANCHI,CCARHUAYO,0.480246914,0.175092932,0.51690891
081205,CUSCO,QUISPICANCHI,CCATCA,0.420387532,0.206829255,0.6135074
081206,CUSCO,QUISPICANCHI,CUSIPATA,0.444272446,0.276952744,0.38297788
081207,CUSCO,QUISPICANCHI,HUARO,0.312840467,0.402885876,0.33176199
081208,CUSCO,QUISPICANCHI,LUCRE,0.303958178,0.39802452,0.1907511
081209,CUSCO,QUISPICANCHI,MARCAPATA,0.816460306,0.202729661,0.57584146
081210,CUSCO,QUISPICANCHI,OCONGATE,0.345365626,0.244890795,0.53548677
081211,CUSCO,QUISPICANCHI,OROPESA,0.18973747,0.449613029,0.1907511
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,0.357094365,0.281237132,0.47828509
081301,CUSCO,URUBAMBA,URUBAMBA,0.168717674,0.550034218,0.21066471
081302,CUSCO,URUBAMBA,CHINCHERO,0.151007858,0.396596942,0.2433862
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,0.162987013,0.461286931,0.2433862
081304,CUSCO,URUBAMBA,MACHUPICCHU,0.214717742,0.71625347,0.2351616
081305,CUSCO,URUBAMBA,MARAS,0.427277571,0.302348117,0.33774139
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,0.358928571,0.42650679,0.30320912
081307,CUSCO,URUBAMBA,YUCAY,0.131612903,0.600581802,0.14017021
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,0.189817881,0.518108279,0.17073401
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,0.387096774,0.217667183,0.38095811
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,0.375966139,0.240413067,0.48284489
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,0.268493151,0.272981602,0.35232549
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,0.280397022,0.172292948,0.51273128
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,0.406060606,0.417216439,0.4005058
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,0.237037037,0.242129874,0.25765432
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,0.27443609,0.364260255,0.2041227
090109,HUANCAVELICA,HUANCAVELICA,LARIA,0.228658537,0.188717181,0.35103963
090110,HUANCAVELICA,HUANCAVELICA,MANTA,0.506849315,0.271470202,0.55702492
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,0.347305389,0.382562225,0.2041227
090112,HUANCAVELICA,HUANCAVELICA,MOYA,0.287153652,0.319431068,0.37983127
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,0.456238361,0.240641141,0.4005058
090114,HUANCAVELICA,HUANCAVELICA,PALCA,0.428378378,0.241749167,0.46056613
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,0.186528497,0.236753287,0.52020667
090116,HUANCAVELICA,HUANCAVELICA,VILCA,0.342939481,0.165730747,0.53814208
090117,HUANCAVELICA,HUANCAVELICA,YAULI,0.615318601,0.162290265,0.58776266
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,0.201880531,0.485743554,0.16825292
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,0.315402039,0.272351218,0.33074807
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,0.178925761,0.411074782,0.23839498
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,0.318716578,0.181419979,0.49432298
090203,HUANCAVELICA,ACOBAMBA,ANTA,0.25917603,0.118630913,0.52585169
090204,HUANCAVELICA,ACOBAMBA,CAJA,0.225037258,0.23462661,0.2795382
090205,HUANCAVELICA,ACOBAMBA,MARCAS,0.189473684,0.295632705,0.2795382
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,0.351585014,0.2986957,0.51426005
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,0.145589798,0.342708985,0.4119127
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,0.343647136,0.207955052,0.4456379
090301,HUANCAVELICA,ANGARAES,LIRCAY,0.341413505,0.340335932,0.44125031
090302,HUANCAVELICA,ANGARAES,ANCHONGA,0.296883543,0.212406727,0.63810822
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,0.263157895,0.260778861,0.48622902
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,0.302267003,0.356485108,0.44441587
090305,HUANCAVELICA,ANGARAES,CHINCHO,0.35,0.298374042,0.2839438
090306,HUANCAVELICA,ANGARAES,CONGALLA,0.473962264,0.224843139,0.56942654
090307,HUANCAVELICA,ANGARAES,HUANCA HUANCA,0.34085213,0.203455903,0.66018283
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,0.397932817,0.213902807,0.47740775
090309,HUANCAVELICA,ANGARAES,JULCAMARCA,0.171617162,0.487603489,0.2839438
090310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,0.332236842,0.313345971,0.4063401
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,0.42173913,0.304267056,0.4063401
090312,HUANCAVELICA,ANGARAES,SECCLLA,0.223393045,0.277007832,0.44390001
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,0.333662389,0.353070394,0.29696344
090402,HUANCAVELICA,CASTROVIRREYNA,ARMA,0.394673123,0.334741023,0.2438605
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,0.39,0.221343815,0.37789974
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,0.399456522,0.275963451,0.31183465
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,0.207831325,0.311922512,0.49694053
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,0.474103586,0.193821536,0.35112554
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,0.506849315,0.327428393,0.36023159
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,0.293706294,0.2727457,0.52404067
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,0.670428894,0.252872359,0.51221833
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,0.34496124,0.296023578,0.2438605
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,0.755555556,0.420276496,0.403827
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,0.306722689,0.386230809,0.39201331
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,0.285981308,0.367696206,0.14466285
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,0.250157928,0.355552025,0.38171632
090502,HUANCAVELICA,CHURCAMPA,ANCO,0.406747295,0.239678033,0.3601357
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,0.322533137,0.20255666,0.39635443
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,0.349315068,0.174729585,0.42546562
090505,HUANCAVELICA,CHURCAMPA,LA MERCED,0.221932115,0.351807234,0.25556384
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,0.311764706,0.186076311,0.57363609
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,0.36783989,0.211588599,0.36629338
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,0.150793651,0.454002859,0.17552199
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,0.249169435,0.413275314,0.35572278
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,0.428571429,0.271157874,0.35548312
090511,HUANCAVELICA,CHURCAMPA,COSME,0.293213828,0.173308084,0.54373877
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,0.17625459,0.455023525,0.13467308
090602,HUANCAVELICA,HUAYTARA,AYAVI,0.873493976,0.345988882,0.2334951
090603,HUANCAVELICA,HUAYTARA,CORDOVA,0.609929078,0.391285116,0.2334951
090604,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,0.335195531,0.3465487,0.2154027
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,0.389776358,0.405079639,0.2334951
090606,HUANCAVELICA,HUAYTARA,OCOYO,0.775423729,0.419783855,0.2658547
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,0.488935722,0.251348704,0.33764808
090608,HUANCAVELICA,HUAYTARA,QUERCO,0.738207547,0.335397675,0.2658547
090609,HUANCAVELICA,HUAYTARA,QUITO ARMA,0.393939394,0.232869626,0.2154027
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,0.504273504,0.201119516,0.335216
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,0.585526316,0.288263494,0.42947025
090612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,0.580310881,0.150077802,0.38982824
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,0.580318379,0.208923692,0.37465381
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,0.514619883,0.183476241,0.2154027
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,0.507692308,0.286702744,0.33541436
090616,HUANCAVELICA,HUAYTARA,TAMBO,0.357142857,0.285978259,0.2658547
090701,HUANCAVELICA,TAYACAJA,PAMPAS,0.134992987,0.453951194,0.28008037
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,0.279356061,0.279680989,0.53930906
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,0.172353456,0.289834979,0.3839784
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,0.233558179,0.286344617,0.48642132
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,0.353823529,0.310806493,0.42706732
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,0.20841374,0.398894623,0.3721424
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,0.505583756,0.287073337,0.4017806
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,0.174879227,0.376361281,0.44846043
090710,HUANCAVELICA,TAYACAJA,NAHUIMPUQUIO,0.293877551,0.387506827,0.45395045
090711,HUANCAVELICA,TAYACAJA,PAZOS,0.221311475,0.280586749,0.3721424
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,0.204545455,0.349083053,0.44923393
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,0.361358124,0.291889699,0.63567106
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,0.232183908,0.188263778,0.42500656
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,0.252307692,0.262523834,0.33668138
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,0.528011204,0.29110255,0.47127084
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,0.510182208,0.327117057,0.43865485
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,0.314545455,0.218672207,0.47763584
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,0.319180088,0.252942085,0.58457354
090721,HUANCAVELICA,TAYACAJA,ROBLE,0.481283422,0.336550538,0.53720672
090722,HUANCAVELICA,TAYACAJA,PICHOS,0.305841924,0.241597068,0.77125392
090723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,0.13163482,0.195649943,0.51575342
100101,HUANUCO,HUANUCO,HUANUCO,0.148168398,0.535927702,0.13066336
100102,HUANUCO,HUANUCO,AMARILIS,0.132802489,0.566557878,0.13903566
100103,HUANUCO,HUANUCO,CHINCHAO,0.340731707,0.292186191,0.41245682
100104,HUANUCO,HUANUCO,CHURUBAMBA,0.276102564,0.206688478,0.45895773
100105,HUANUCO,HUANUCO,MARGOS,0.263313609,0.254629154,0.4299617
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),0.351835273,0.227111299,0.4299617
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,0.247474747,0.372286535,0.3082901
100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,0.514654162,0.206561827,0.52221542
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,0.225766655,0.257152841,0.44559541
100110,HUANUCO,HUANUCO,YARUMAYO,0.296992481,0.284539263,0.4661658
100111,HUANUCO,HUANUCO,PILLCO MARCA,0.128478876,0.558665806,0.10613421
100112,HUANUCO,HUANUCO,YACUS,0.244886678,0.308498141,0.4986168
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,0.335237258,0.337506708,0.3082901
